"recno";"numfor";"razsoc";"fantasia";"endfor";"telfor1";"telfor2";"faxfor";"baifor";"cidfor";"estfor";"cepfor";"cgcfor";"iefor";"repres";"endrep";"telrep1";"telrep2";"faxrep";"cidrep";"estrep";"ceprep";"cgcrep";"ierep";"datae";"usuario";"email";"mexeu";"bairep"
"103";"103";"W4 DISTRIBUIDORA AUTO PE€AS LTDA (SODIPE)         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"10.3  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"19/09/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"102";"102";"SORANA COMERCIAL E IMPORTADORA LTDA               ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"10.2  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"03/09/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"101";"101";"CAHU DISTRIBUIDORA DE PECAS                       ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"10.1  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"26/08/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"100";"100";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"24.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"26/08/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"99";"99";"DUNAS DISTRIBUIDORA LTDA-RECIFE                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"99.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"17/08/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"98";"98";"LIVRE-EMBRATEL                                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"98.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"17/08/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"97";"97";"CENTRAL DAS PECAS-MATRIZ                          ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"97.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"04/08/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"96";"96";"FIORI VEICULO LTDA                                ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"96.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/07/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"95";"95";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"22.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"14/07/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"94";"94";"M G S COMERC IMP DE PCS LTDA(CENTROCAR)           ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"94.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/07/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"93";"93";"CYRO CAVALCANTI AUTO PECAS LTDA(LIG PECAS)        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"93.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"23/06/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"92";"92";"A E CARV IND DE AUTO PECAS LT                     ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"92.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/06/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"91";"91";"PUBLICAR DO BR LISTAS TEL LTDA ME (LISTEL)        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"91.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"11/06/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"90";"90";"A.E.CARVALHO INDUSTRIA DE AUTOPECAS LTDA          ";"ENECAR                                            ";"AV CASTELO BRANCO N 6277 QD 39 LTS 05/12          ";"(062)-32976235   ";"                 ";"            ";"IPIRANGA            ";"GOIANIA                ";"GO";"74453-386";"07.382.309/0001-32";"10.421.557-7      ";"FERNANDO                                          ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"01/06/2009";"1-MARCELO ";"(62)3297-6641             ";"Ninguem   ";"                    "
"89";"89";"AUTIMEX COMERCIO IMPORTACAO                       ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"89.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"27/05/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"88";"88";"AUTONUNES LTDA.                                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"88.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"21/05/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"87";"87";"MEIRA LINS S/A                                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"87.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/05/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"86";"86";"COMPESA                                           ";"ARPE 0800-281-3844                                ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"86.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"13/05/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"85";"85";"DAE 10                                            ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"85.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"84";"84";"UNIVERSAL AUTOMOTIVE SYSEMS S/A                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"84.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"83";"83";"RIBEIRA VEICULOS LTDA                             ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"83.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"82";"82";"COJAX COM DE ACUMUL AJAX LTDA                     ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"82.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"81";"81";"SIMPLES NACIONAL-CGSN (IMPOSTO)                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"81.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"80";"80";"MEDIAL SAUDE S.A                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"80.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"17/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"79";"79";"GUARA DO PETROLEO-ROGERIO GUARA                   ";"GUARA                                             ";"                                                  ";"(081)-3074-6091  ";"(081)-8130-7526  ";"            ";"                    ";"                       ";"  ";"         ";"79.   .   /    -  ";"                  ";"GUARA                                             ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"17/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"78";"78";"AUTO CENTER NORTE LTDA                            ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"78.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"17/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"77";"77";"QUALITY IMPORT                                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"77.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"14/04/2009";"1-CLOVIS  ";"                          ";"Ninguem   ";"                    "
"76";"76";"BREMEN VEICULOS LTDA                              ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"76.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"75";"75";"A G SILVA NETO (EROPECAS)                         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"75.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"08/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"74";"74";"DISCAP GILBERTO W.V.DE MELO GALVAO                ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"74.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"73";"73";"DISPALL DIST PECAS AUGUSTO LIMA LT                ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"73.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"72";"72";"CARCARA PECAS COMERCIO LTDA ME                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"72.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"71";"71";"NINO-MARIA TEREZINHA JESUS LIRA                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"71.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"70";"70";"DISPNEU PECAS LIMITADA                            ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"70.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"69";"69";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"31.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"68";"68";"COBATUDOR COMERCIO DE BATERIAS E COMPONENTES TUDOR";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"68.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"67";"67";"INTEGRACAO TRANSPORTES LTDA                       ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"67.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"66";"66";"GPS-GUIA DA PREVIDENCIA SOCIAL                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"66.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"65";"65";"COSTA ANUNCIACAO PECAS E ACESSORIOS LTDA[C.F.A DIS";"CFA DISTRIBUIDORA                                 ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"05.748.743/0001-68";"03029506-8        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"64";"64";"ELETROPAR AUTOPECAS LTDA                          ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"64.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"63";"63";"FORTEFLEX DISTRIB.DE PCS AUTOM                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"63.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"62";"62";"CATALAO VEICULOS LTDA                             ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"62.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"61";"61";"CANAPUS DISTRIBUIDORA DE AUTO PECAS LTDA          ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"61.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"60";"60";"GPEC COMERCIO LTDA                                ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"60.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"59";"59";"PALACIO DAS BATERIAS LTDA ( MOURA )               ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"59.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"58";"58";"SAO JUDAS D LATARIAS LTDA                         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"58.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"57";"57";"CONT1000                                          ";"                                                  ";"                                                  ";"(081)-3449-1545  ";"(   )-           ";"            ";"                    ";"                       ";"  ";"         ";"57.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"56";"56";"MOTOR AUTO BRASIL LTDA                            ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"56.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"55";"55";"FGTS FUNDO DE GARANTIA DO TEMPO SERVICO           ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"55.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"54";"54";"VIVO (ACESSO INTERNETE)                           ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"54.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"53";"53";"ROLES CAR CENTRAL                                 ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"53.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"52";"52";"FORMULA COMERCIO ATACADISTA DE AUTO PECAS LTDA    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"52.   .   /    -  ";"                  ";"ANINHA 9972-3668                                  ";"EMAIL:  ALINEW4@HOTMAIL.COM                       ";"(81)3661-2956    ";"                 ";"            ";"ALINE                  ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"51";"51";"STR (AR CONDICIONADO CASA)                        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"51.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"50";"50";"PRESIDENTE                                        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"50.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"49";"49";"L BASTOS                                          ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"49.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/04/2009";"1-CIANEIDE";"                          ";"Ninguem   ";"                    "
"48";"48";"CELPE                                             ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"48.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/04/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"47";"47";"COMBUSTIVEL                                       ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"47.   .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/04/2009";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"46";"46";"TELEMAR = OI FIXO NORTE LESTE S/A                 ";"OI FIXO                                           ";"RUA:DO BRUM,485                                   ";"                 ";"                 ";"            ";"RECIFE              ";"RECIFE                 ";"PE";"50030-260";"33.000.118/0014-93";"181.001.0019146-4 ";"CNPJ MATRIZ 33.000.118/0001-79                    ";"INTERNET WWW.OI.COM.BR                            ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/04/2009";"1-GERENTE ";"103 31                    ";"Ninguem   ";"                    "
"45";"45";"SAMA DISTRIBUIDORA AUTOMOTIVA S.A                 ";"SAMA AUTOPECAS                                    ";"RUA SAO MIGUEL N 945                              ";"(081)-2101-0914  ";"(   )-0800814411 ";"            ";"AFOGADOS            ";"RECIFE                 ";"PE";"50850-000";"61.490.561/0071-13";"4530-701          ";"FERNANDO                                          ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/02/2009";"1-MARCELO ";"(081)2101-0900            ";"Ninguem   ";"                    "
"44";"44";"SCAP COMERCIAL AUTOMOTIVO LTDA                    ";"SCAPEX                                            ";"RUA SILVEIRA LIRA N 68A                           ";"(081)-3073-0500  ";"(081)-3442-1820  ";"            ";"TAMARINEIRA         ";"RECIFE                 ";"PE";"52051-010";"08.360.685/0002-70";"18.1.001.0351113-3";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"19/01/2009";"1-MARCELO ";"(081)3442-1820 /3441-8828 ";"Ninguem   ";"                    "
"43";"43";"DISALE COMERCIO LTDA                              ";"L BASTO AUTOMOTIVE                                ";"RUA MUNHOZ DE MELO 121                            ";"(081)-3497-0444  ";"(081)-3471-9155  ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51160-310";"07.068.052/0001-49";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/01/2009";"1-EMERSON ";"                          ";"Ninguem   ";"                    "
"42";"42";"A.L. DISTRIBUIDORA DE PECAS LTDA                  ";"ALVES ATACADO AUTO PECAS                          ";"RUA JOSE DA SILVA LUCENA 387                      ";"(081)-34715299   ";"(081)-2137-0500  ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51160-350";"07.214.441/0001-35";"0322056-78        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"03/01/2009";"1-EMERSON ";"081)2137-0500             ";"Ninguem   ";"                    "
"41";"41";"DPK COMERCIAL AUTOMOTIVO                          ";"DPK                                               ";"AV SUL 8290                                       ";"(081)-33388470   ";"(081)-3338-8450  ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51160-000";"45.987.005/0203-85";"029625351         ";"DJALMA TELEVENDAS                                 ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"23/12/2008";"1-EMERSON ";"081)3338-8450             ";"Ninguem   ";"                    "
"40";"40";"DISBOR DISTRIBUIDORA LTDA                         ";"DISBOR                                            ";"AV JOSE ALEXANDRE CARVALHO N 533                  ";"(081)-3052-3155  ";"(081)-3494-7158  ";"            ";"JARDIM FRAGOSO      ";"OLINDA                 ";"PE";"53250-150";"02.112.337/0001-16";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/12/2008";"1-EMERSON ";"(081)3494-7158            ";"Ninguem   ";"                    "
"39";"39";"AOKI DISTRIBUIDORA DE AUTO PECAS LTDA             ";"AOKI                                              ";"AV. SUL ,3125 GALPOES D/E                         ";"(081)-21024809   ";"(081)-21024810   ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51160-000";"05.696.185/0001-34";"46426508000580    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"27/11/2008";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"38";"38";"DIFERLUB COMERCIO E REPRESENTACAO LTDA            ";"DIFERLUB                                          ";"AV. MARECHAL MASCARENHAS DE MORAIS 2508           ";"(081)-2128.5777  ";"(081)-3339.1723  ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51150-001";"69.909.133/0001-81";"018906389         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"03/11/2008";"1-MARINHO ";"                          ";"Ninguem   ";"                    "
"37";"37";"PONTEIRAS RODRIGUES SOLUCAO EM LATARIA            ";"DE JOSE BITTENCOURT RODRIGUES                     ";"RUA TUIUTI 2784                                   ";"(047)-3419-6699  ";"                 ";"            ";"AVENTUREIRO         ";"JOINVILLE              ";"SP";"89226-000";"75.843.599/0001-24";"250883465         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"30/10/2008";"1-MARINHO ";"                          ";"Ninguem   ";"                    "
"36";"36";"DINAPEX DISTRIBUIDORA NORDESTINA DE AUTO PECAS    ";"DINAPEX                                           ";"RUA ENGENHEIRO JOSE APOLINARIO 347                ";"(081)-3422-1841  ";"                 ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51170-410";"06.867.218/0001-24";"1850010321450908  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"30/10/2008";"1-MARINHO ";"                          ";"Ninguem   ";"                    "
